
2023-10-08,13:04:53.386682,704

2023-10-08,13:04:53.386682,1011

2023-10-08,13:04:53.386682,1703

2023-10-08,13:04:53.386682,2491

2023-10-08,13:04:53.386682,3032

2023-10-08,13:04:53.386682,3890

2023-10-08,13:04:53.386682,4814

2023-10-08,13:04:53.386682,5920

2023-10-08,13:04:53.386682,5922

2023-10-08,13:04:53.386682,6328

2023-10-08,13:04:53.386682,6358

2023-10-08,13:04:53.386682,6440

2023-10-08,13:04:53.386682,7188

2023-10-08,13:04:53.386682,7936

2023-10-08,13:04:53.386682,8412

2023-10-08,13:04:53.386682,9434

2023-10-08,13:04:53.386682,9704

2023-10-08,13:04:53.386682,9731

2023-10-08,13:04:53.386682,9731

2023-10-08,13:04:53.386682,9739

2023-10-08,13:04:53.386682,9861

2023-10-08,13:04:53.386682,9862

2023-10-08,13:04:53.386682,9862

2023-10-08,13:04:53.386682,9862

2023-10-08,13:04:53.386682,9862

2023-10-08,13:04:53.386682,9862

2023-10-08,13:04:53.386682,9862

2023-10-08,13:04:53.386682,9938

2023-10-08,13:04:53.386682,9938

2023-10-08,13:04:53.386682,9939

2023-10-08,13:04:53.386682,9988

2023-10-08,13:04:53.386682,9988

2023-10-08,13:04:53.386682,9988

2023-10-08,13:04:53.386682,9988

2023-10-08,13:04:53.386682,9988

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

2023-10-08,13:04:53.386682,9991

