
2023-10-28,19:46:37.876588,417

2023-10-28,19:46:37.876588,426

2023-10-28,19:46:37.876588,875

2023-10-28,19:46:37.876588,1024

2023-10-28,19:46:37.876588,1024

2023-10-28,19:46:37.876588,1034

2023-10-28,19:46:37.876588,1042

2023-10-28,19:46:37.876588,1047

2023-10-28,19:46:37.876588,1049

2023-10-28,19:46:37.876588,1055

2023-10-28,19:46:37.876588,1055

2023-10-28,19:46:37.876588,1055

2023-10-28,19:46:37.876588,1056

2023-10-28,19:46:37.876588,1056

2023-10-28,19:46:37.876588,1056

2023-10-28,19:46:37.876588,1058

2023-10-28,19:46:37.876588,1060

2023-10-28,19:46:37.876588,1066

2023-10-28,19:46:37.876588,1066

2023-10-28,19:46:37.876588,1090

2023-10-28,19:46:37.876588,1094

2023-10-28,19:46:37.876588,1094

2023-10-28,19:46:37.876588,1098

2023-10-28,19:46:37.876588,1098

2023-10-28,19:46:37.876588,1102

2023-10-28,19:46:37.876588,1106

2023-10-28,19:46:37.876588,1114

2023-10-28,19:46:37.876588,1116

2023-10-28,19:46:37.876588,1122

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1123

2023-10-28,19:46:37.876588,1124

2023-10-28,19:46:37.876588,1124

2023-10-28,19:46:37.876588,1126

2023-10-28,19:46:37.876588,1221

2023-10-28,19:46:37.876588,1223

2023-10-28,19:46:37.876588,1227

2023-10-28,19:46:37.876588,1229

2023-10-28,19:46:37.876588,1233

2023-10-28,19:46:37.876588,1233

2023-10-28,19:46:37.876588,1273

2023-10-28,19:46:37.876588,1273

2023-10-28,19:46:37.876588,1282

2023-10-28,19:46:37.876588,1287

2023-10-28,19:46:37.876588,1289

2023-10-28,19:46:37.876588,1291

2023-10-28,19:46:37.876588,1296

2023-10-28,19:46:37.876588,1302

2023-10-28,19:46:37.876588,1308

2023-10-28,19:46:37.876588,1308

2023-10-28,19:46:37.876588,1310

2023-10-28,19:46:37.876588,1312

2023-10-28,19:46:37.876588,1316

2023-10-28,19:46:37.876588,1318

2023-10-28,19:46:37.876588,1334

2023-10-28,19:46:37.876588,1342

2023-10-28,19:46:37.876588,1342

2023-10-28,19:46:37.876588,1348

2023-10-28,19:46:37.876588,1350

2023-10-28,19:46:37.876588,1353

2023-10-28,19:46:37.876588,1353

2023-10-28,19:46:37.876588,1353

2023-10-28,19:46:37.876588,1353

2023-10-28,19:46:37.876588,1363

2023-10-28,19:46:37.876588,1363

2023-10-28,19:46:37.876588,1363

2023-10-28,19:46:37.876588,1364

2023-10-28,19:46:37.876588,1364

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1368

2023-10-28,19:46:37.876588,1390

2023-10-28,19:46:37.876588,1392

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1407

2023-10-28,19:46:37.876588,1411

2023-10-28,19:46:37.876588,1411

2023-10-28,19:46:37.876588,1411

2023-10-28,19:46:37.876588,1411

2023-10-28,19:46:37.876588,1411

2023-10-28,19:46:37.876588,1411

2023-10-28,19:46:37.876588,1411

2023-10-28,19:46:37.876588,1411

