
2023-09-25,07:51:01.074381,768

2023-09-25,07:51:01.074381,818

2023-09-25,07:51:01.074381,990

2023-09-25,07:51:01.074381,1533

2023-09-25,07:51:01.074381,1578

2023-09-25,07:51:01.074381,1604

2023-09-25,07:51:01.074381,1608

2023-09-25,07:51:01.074381,1612

2023-09-25,07:51:01.074381,1974

2023-09-25,07:51:01.074381,2610

2023-09-25,07:51:01.074381,2610

2023-09-25,07:51:01.074381,2611

2023-09-25,07:51:01.074381,2612

2023-09-25,07:51:01.074381,2618

2023-09-25,07:51:01.074381,2618

2023-09-25,07:51:01.074381,2692

2023-09-25,07:51:01.074381,3324

2023-09-25,07:51:01.074381,3324

2023-09-25,07:51:01.074381,3324

2023-09-25,07:51:01.074381,3324

2023-09-25,07:51:01.074381,3324

2023-09-25,07:51:01.074381,3357
