
2023-09-06,14:08:51.869220,775

2023-09-06,14:08:51.869220,860

2023-09-06,14:08:51.869220,1199

2023-09-06,14:08:51.869220,5071

2023-09-06,14:08:51.869220,8439

2023-09-06,14:08:51.869220,12867

2023-09-06,14:08:51.869220,14386

2023-09-06,14:08:51.869220,16693

2023-09-06,14:08:51.869220,21557

2023-09-06,14:08:51.869220,26083

2023-09-06,14:08:51.869220,27111

2023-09-06,14:08:51.869220,27115

2023-09-06,14:08:51.869220,28520

2023-09-06,14:08:51.869220,28579

2023-09-06,14:08:51.869220,28672

2023-09-06,14:08:51.869220,29164

2023-09-06,14:08:51.869220,30476

2023-09-06,14:08:51.869220,31697

2023-09-06,14:08:51.869220,37795

2023-09-06,14:08:51.869220,42023

2023-09-06,14:08:51.869220,48953

2023-09-06,14:08:51.869220,54501

2023-09-06,14:08:51.869220,54519

2023-09-06,14:08:51.869220,54519
